ID_cliente,churn,genero,senior,parceiro,dependentes,tempo_permanencia,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,contrato,fatura_online,metodo_pagamento,gastos_diarios,gastos_mensais,gastos_totais
7503-EPSZW,0,1,0,1,1,64,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.8016666666666666,24.05,1559.15
7503-MIOGA,0,1,1,1,0,72,1,1,DSL,1,1,1,1,1,1,Dois anos,1,Transferência bancária,2.9949999999999997,89.85,6697.35
7503-QQRVF,1,0,1,1,0,16,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cartão de crédito,2.4766666666666666,74.3,1178.25
7503-ZGUZJ,1,0,0,0,0,1,1,1,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque,2.8216666666666668,84.65,84.65
7504-UWHNB,0,0,0,0,0,25,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.325,69.75,1729.35
7508-DQAKK,0,1,0,0,0,64,1,1,DSL,1,1,1,1,1,1,Dois anos,1,Cartão de crédito,2.8800000000000003,86.4,5442.05
7508-KBIMB,0,0,0,1,1,24,1,0,DSL,1,0,1,0,0,0,Um ano,1,Cartão de crédito,1.875,56.25,1454.25
7508-MYBOG,1,0,0,1,0,14,1,1,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.8699999999999997,86.1,1235.55
7508-SMHXL,0,1,1,0,0,15,1,1,Fibra Óptica,0,1,0,0,1,0,Mensal,0,Cartão de crédito,2.966666666666667,89.0,1288.3
7511-YMXVQ,1,0,0,0,0,9,0,0,DSL,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,1.5133333333333332,45.4,418.8
7515-LODFU,0,0,1,0,0,69,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6766666666666666,20.3,1356.3
7516-GMHUV,0,0,1,1,0,50,1,1,Fibra Óptica,1,0,1,0,1,1,Dois anos,1,Cartão de crédito,3.5016666666666665,105.05,5163.3
7517-LDMPS,0,1,0,0,0,12,1,0,Fibra Óptica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,2.82,84.6,1017.35
7517-SAWMO,1,1,0,1,0,19,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.44,73.2,1441.1
7519-JTWQH,0,1,0,0,0,69,1,1,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Transferência bancária,3.683333333333333,110.5,7455.45
7520-HQWJU,0,1,0,1,1,66,1,1,DSL,1,1,1,0,0,0,Mensal,1,Transferência bancária,2.2483333333333335,67.45,4508.65
7521-AFHAB,0,1,0,1,1,5,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.4933333333333332,44.8,220.45
7521-YXVZY,0,0,0,0,1,3,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6649999999999999,19.95,58.3
7524-VRLPL,0,0,1,0,0,69,1,1,DSL,1,0,1,1,0,1,Dois anos,0,Cartão de crédito,2.4699999999999998,74.1,5031.0
7526-BEZQB,1,0,0,0,0,12,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.2016666666666667,96.05,1148.1
7526-IVLYU,0,0,0,0,0,3,1,0,Não,0,0,0,0,0,0,Mensal,1,Cheque,0.6549999999999999,19.65,68.35
7527-QNRUS,0,0,0,1,1,17,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.8383333333333333,25.15,412.6
7529-ZDFXI,0,0,1,1,0,57,1,1,Fibra Óptica,0,1,0,0,0,1,Mensal,1,Cheque eletrônico,2.9949999999999997,89.85,4925.35
7530-HDYDS,1,1,0,0,0,38,1,0,Fibra Óptica,0,1,1,1,0,0,Mensal,1,Cartão de crédito,2.808333333333333,84.25,3264.5
7531-GQHME,0,0,0,0,0,12,1,0,Não,0,0,0,0,0,0,Mensal,0,Cartão de crédito,0.6683333333333333,20.05,265.45
7534-BFESC,1,0,1,0,0,24,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.5366666666666666,76.1,1712.7
7537-CBQUZ,0,0,1,0,0,63,1,1,Fibra Óptica,1,1,1,0,1,1,Mensal,1,Transferência bancária,3.646666666666667,109.4,7031.45
7537-RBWEA,0,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque,0.8383333333333333,25.15,25.15
7538-GWHML,1,1,0,0,0,2,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,2.3216666666666668,69.65,145.15
7541-YLXCL,1,0,0,0,0,36,1,0,DSL,0,1,0,1,0,1,Um ano,1,Cheque,2.18,65.4,2498.4
7542-CYDDM,0,0,0,0,0,18,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6683333333333333,20.05,358.5
7544-ZVIKX,0,0,0,1,1,58,1,1,Fibra Óptica,0,0,1,1,1,1,Um ano,1,Transferência bancária,3.5016666666666665,105.05,6004.85
7547-EKNFS,1,0,0,1,0,42,1,1,Fibra Óptica,0,1,1,0,1,0,Mensal,1,Transferência bancária,3.175,95.25,3959.35
7548-SEPYI,1,1,0,0,0,5,1,0,Fibra Óptica,0,1,0,0,1,1,Mensal,1,Cheque eletrônico,3.2083333333333335,96.25,512.45
7549-MYGPK,1,1,0,1,1,63,1,1,Fibra Óptica,1,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.3516666666666666,100.55,6215.35
7550-WIQVA,0,0,0,1,1,50,1,1,Fibra Óptica,1,1,1,0,1,1,Um ano,1,Cheque eletrônico,3.6083333333333334,108.25,5431.4
7551-DACSP,1,0,0,1,1,6,1,0,DSL,0,1,1,0,0,0,Mensal,1,Cheque,1.8433333333333333,55.3,324.25
7551-JOHTI,1,1,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.65,19.5,19.5
7552-KEYGT,0,0,0,1,0,27,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6516666666666667,19.55,520.55
7554-AKDQF,0,1,0,1,0,6,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.5216666666666667,45.65,323.45
7554-NEWDD,0,0,0,0,0,10,1,1,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.8566666666666667,25.7,251.6
7558-IMLMT,0,0,0,1,1,67,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.6933333333333334,20.8,1411.9
7560-QJAVJ,0,1,0,0,0,70,1,0,DSL,1,0,1,1,1,1,Dois anos,0,Transferência bancária,2.6533333333333333,79.6,5589.45
7560-QRBXH,0,1,0,0,1,48,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6649999999999999,19.95,936.7
7562-GSUHK,1,1,0,0,0,16,1,0,Fibra Óptica,0,1,1,0,0,1,Mensal,1,Cartão de crédito,3.106666666666667,93.2,1573.7
7562-UXTPG,0,1,0,0,0,13,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque,2.3383333333333334,70.15,886.7
7563-BIUPC,1,0,0,0,0,5,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.6866666666666665,80.6,415.55
7564-GHCVB,0,1,0,1,1,72,1,1,Fibra Óptica,1,0,0,0,0,0,Dois anos,0,Transferência bancária,2.635,79.05,5730.7
7566-DSRLQ,0,1,0,1,0,72,1,1,Fibra Óptica,0,1,1,1,1,1,Dois anos,1,Cheque eletrônico,3.671666666666667,110.15,7998.8
7567-ECMCM,0,0,0,0,0,24,1,0,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cartão de crédito,2.6616666666666666,79.85,2001.0
7568-PODML,1,0,0,0,0,1,0,0,DSL,0,0,0,0,1,1,Mensal,1,Cheque,1.51,45.3,45.3
7569-NMZYQ,0,1,0,1,1,72,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,1,Transferência bancária,3.9583333333333335,118.75,8672.45
7570-WELNY,0,1,0,1,0,68,1,1,Fibra Óptica,1,1,0,0,0,0,Dois anos,1,Transferência bancária,2.8233333333333333,84.7,5711.05
7571-YXDAD,1,1,0,0,0,2,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cartão de crédito,2.496666666666667,74.9,147.15
7572-KPVKK,0,0,0,0,1,62,1,1,Fibra Óptica,0,0,1,1,1,1,Dois anos,1,Cheque eletrônico,3.4683333333333333,104.05,6590.5
7576-ASEJU,0,1,0,1,1,41,1,0,DSL,1,0,0,1,1,1,Um ano,1,Cartão de crédito,2.49,74.7,3187.65
7576-JMYWV,0,1,1,1,1,46,1,1,Fibra Óptica,1,1,0,1,1,1,Mensal,1,Cheque eletrônico,3.6733333333333333,110.2,4972.1
7576-OYWBN,1,0,1,0,0,3,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.5349999999999997,76.05,231.8
7577-SWIFR,0,0,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,2.975,89.25,89.25
7579-KKLOE,0,0,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Dois anos,1,Cheque,3.0416666666666665,91.25,6589.6
7579-OOPEC,1,1,1,1,0,2,1,0,DSL,0,1,0,0,0,0,Mensal,0,Cartão de crédito,1.6716666666666666,50.15,115.1
7580-UGXNC,1,1,1,0,0,2,1,0,DSL,1,1,0,0,0,0,Mensal,0,Cheque,1.8283333333333334,54.85,104.2
7581-EBBOU,0,1,0,0,0,60,1,0,DSL,0,1,1,1,1,0,Um ano,1,Cartão de crédito,2.3383333333333334,70.15,4224.7
7586-ZATGZ,0,0,0,0,0,40,1,1,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.83,84.9,3369.05
7587-AOVVU,0,0,0,1,1,27,1,1,Fibra Óptica,1,1,0,1,1,0,Mensal,0,Cheque eletrônico,3.3583333333333334,100.75,2793.55
7587-RZNME,1,0,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.4433333333333331,43.3,123.65
7590-VHVEG,0,1,0,1,0,1,0,0,DSL,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,0.995,29.85,29.85
7593-JNWRU,1,0,0,1,1,6,1,0,DSL,0,0,0,0,0,0,Mensal,1,Transferência bancária,1.4866666666666668,44.6,260.8
7593-XFKDI,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque,1.5433333333333332,46.3,46.3
7594-LZNWR,0,0,1,0,0,34,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,0,Cartão de crédito,2.305,69.15,2275.1
7594-RQHXR,1,1,0,0,1,1,1,0,Fibra Óptica,0,0,0,0,0,1,Mensal,1,Cheque eletrônico,2.6533333333333333,79.6,79.6
7595-EHCDL,0,0,0,1,1,32,0,0,DSL,0,0,1,0,1,1,Mensal,0,Cartão de crédito,1.6866666666666668,50.6,1653.45
7595-EUIVN,1,1,0,0,0,1,1,0,Fibra Óptica,0,1,0,0,0,0,Mensal,0,Cheque eletrônico,2.5266666666666664,75.8,75.8
7596-IIWYC,0,1,0,0,0,27,1,0,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.675,20.25,538.2
7596-LDUXP,0,1,0,0,0,12,1,0,Fibra Óptica,1,0,0,0,1,0,Um ano,1,Cartão de crédito,2.8383333333333334,85.15,979.05
7596-ZYWBB,0,1,0,0,0,65,1,0,DSL,1,1,0,1,0,0,Dois anos,1,Cheque,1.9866666666666668,59.6,3739.8
7598-UAASY,1,0,0,1,0,2,1,0,Fibra Óptica,0,0,1,0,0,0,Mensal,0,Cheque eletrônico,2.546666666666667,76.4,151.8
7599-FKVXZ,1,0,0,1,0,42,1,1,Fibra Óptica,0,0,1,1,1,1,Mensal,1,Transferência bancária,3.5383333333333336,106.15,4512.7
7599-NTMDP,0,1,0,1,1,62,0,0,DSL,1,1,0,1,1,0,Dois anos,0,Transferência bancária,1.6233333333333335,48.7,3008.55
7601-DHFWZ,0,1,0,0,0,48,1,1,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.8,24.0,1183.05
7601-GNDYK,0,0,0,1,1,35,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6533333333333334,19.6,686.95
7601-WFVZV,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6516666666666667,19.55,19.55
7602-DBTOU,0,1,0,1,0,71,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6533333333333334,19.6,1416.5
7602-MVRMB,0,1,0,1,1,72,1,1,Fibra Óptica,1,0,1,1,1,1,Dois anos,1,Transferência bancária,3.6816666666666666,110.45,8058.85
7603-USHJS,1,0,0,0,1,12,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cartão de crédito,2.4583333333333335,73.75,871.4
7605-BDWDC,0,1,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Dois anos,1,Transferência bancária,1.6616666666666666,49.85,1520.1
7605-SNLQG,0,1,0,1,0,45,1,0,DSL,0,0,1,0,0,0,Mensal,1,Cartão de crédito,1.675,50.25,2221.55
7606-BPHHN,0,0,0,0,0,72,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cartão de crédito,0.66,19.8,1468.75
7607-QKKTJ,0,0,0,1,1,45,1,1,Fibra Óptica,0,1,1,0,0,1,Um ano,1,Cartão de crédito,3.1666666666666665,95.0,4368.85
7608-RGIRO,0,0,0,0,1,62,1,1,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.8133333333333332,24.4,1413.0
7609-NRNCA,0,1,0,0,0,17,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6516666666666667,19.55,280.85
7609-YBPXG,0,0,0,0,0,54,1,1,DSL,1,0,1,1,1,1,Dois anos,0,Transferência bancária,2.9033333333333333,87.1,4735.2
7610-TVOPG,0,0,0,0,0,15,1,1,Não,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,0.8783333333333334,26.35,378.6
7611-YKYTC,0,0,0,1,1,22,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,0,Transferência bancária,2.5,75.0,1573.95
7613-LLQFO,1,0,0,0,0,12,1,1,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.815,84.45,1059.55
7614-QVWQL,1,0,0,1,1,49,0,0,DSL,0,1,0,0,1,1,Um ano,1,Transferência bancária,1.7266666666666666,51.8,2541.25
7615-ESMYF,1,1,0,1,0,2,0,0,DSL,0,0,0,0,1,1,Mensal,0,Cheque eletrônico,1.4866666666666668,44.6,97.1
7617-EYGLW,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,0.6483333333333333,19.45,19.45
7619-ODSGN,1,0,0,1,1,24,1,1,DSL,1,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.825,54.75,1338.15
7619-PLRLP,0,1,0,1,0,53,1,1,DSL,1,1,1,0,0,1,Um ano,0,Transferência bancária,2.4699999999999998,74.1,3833.95
7621-VPNET,0,1,0,1,0,42,1,1,Fibra Óptica,0,0,1,1,0,0,Mensal,1,Cartão de crédito,2.8633333333333337,85.9,3729.75
7622-FWGEW,0,0,1,1,0,56,1,0,DSL,1,1,1,1,1,1,Dois anos,1,Transferência bancária,2.855,85.65,4824.45
7622-NXQZR,0,0,0,0,0,28,0,0,DSL,0,0,0,1,0,0,Mensal,1,Cartão de crédito,1.0033333333333334,30.1,810.85
7623-HKYRK,0,0,0,0,1,6,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6566666666666666,19.7,111.65
7623-TRNQN,1,0,0,0,1,1,1,0,DSL,0,0,0,1,0,0,Mensal,1,Cheque,1.6633333333333333,49.9,49.9
7625-XCQRH,1,1,0,0,0,11,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.55,76.5,837.95
7627-JKIAZ,1,1,0,1,0,37,1,1,Fibra Óptica,0,0,1,0,0,0,Mensal,1,Cartão de crédito,2.631666666666667,78.95,2839.65
7629-WFGLW,0,1,1,1,0,56,1,1,Fibra Óptica,1,1,1,1,0,0,Um ano,0,Cheque eletrônico,3.1883333333333335,95.65,5471.75
7629-WIXZF,0,1,0,0,0,7,1,0,DSL,1,0,0,0,0,1,Um ano,1,Cheque eletrônico,1.97,59.1,369.25
7632-MNYOY,1,0,1,0,0,66,1,1,Fibra Óptica,0,1,1,1,1,1,Um ano,0,Cartão de crédito,3.6966666666666668,110.9,7432.05
7632-YUTXB,0,1,0,1,1,25,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6683333333333333,20.05,520.1
7633-MVPUY,0,0,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Dois anos,1,Cheque eletrônico,1.9916666666666667,59.75,3450.15
7634-HLQJR,0,1,0,1,1,47,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6683333333333333,20.05,1016.7
7634-WSWDB,0,1,0,0,1,8,0,0,DSL,1,0,0,0,0,1,Mensal,1,Cheque eletrônico,1.2833333333333334,38.5,330.8
7636-OWBPG,0,0,1,0,0,12,0,0,DSL,0,1,0,0,0,0,Mensal,1,Cartão de crédito,0.9783333333333334,29.35,381.2
7636-PEPNS,0,1,0,1,1,58,1,0,DSL,0,0,0,0,0,0,Um ano,1,Cheque,1.47,44.1,2413.05
7636-XUHWW,0,0,0,0,0,2,1,0,Não,0,0,0,0,0,0,Mensal,1,Cartão de crédito,0.6633333333333333,19.9,33.7
7638-QVMVY,1,1,0,0,0,7,1,0,Fibra Óptica,0,0,0,0,1,0,Mensal,1,Cheque eletrônico,2.6333333333333333,79.0,522.95
7639-LIAYI,0,0,0,0,0,52,1,1,DSL,1,0,0,1,1,1,Dois anos,1,Cartão de crédito,2.658333333333333,79.75,4217.8
7639-OPLNG,0,0,0,1,1,70,1,1,DSL,1,1,1,1,1,0,Dois anos,1,Transferência bancária,2.6416666666666666,79.25,5731.85
7639-SUPCW,1,1,0,0,0,22,1,0,DSL,1,0,0,0,0,0,Mensal,1,Cartão de crédito,1.6266666666666665,48.8,1054.6
7641-EUYET,1,0,1,1,1,46,1,1,Fibra Óptica,1,1,1,0,1,0,Mensal,1,Cheque eletrônico,3.356666666666667,100.7,4541.2
7641-TQFHN,0,0,0,0,1,39,1,1,Fibra Óptica,0,0,0,1,1,1,Dois anos,0,Cheque,3.3516666666666666,100.55,3895.35
7643-RCHXS,0,1,0,1,1,63,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque eletrônico,0.645,19.35,1263.85
7644-OMVMY,0,0,0,1,1,0,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.6616666666666667,19.85,19.85
7647-GYYKX,0,1,0,1,1,54,1,0,Não,0,0,0,0,0,0,Dois anos,1,Transferência bancária,0.6783333333333333,20.35,1092.35
7649-PHJVR,0,0,0,0,0,11,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.65,19.5,226.8
7649-SIJJF,0,0,0,1,0,71,1,1,DSL,1,1,1,1,0,1,Dois anos,1,Cheque,2.67,80.1,5585.4
7654-YWJUF,0,0,0,1,0,43,1,0,Fibra Óptica,1,0,1,1,0,0,Um ano,1,Transferência bancária,2.808333333333333,84.25,3539.25
7657-DYEPJ,1,0,1,0,0,38,1,0,DSL,0,1,1,1,1,0,Um ano,1,Cartão de crédito,2.3383333333333334,70.15,2497.35
7658-UYUQS,0,0,1,1,0,21,1,0,Fibra Óptica,0,0,1,0,1,0,Mensal,0,Transferência bancária,2.885,86.55,1857.25
7660-HDPJV,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.3066666666666666,69.2,69.2
7661-CPURM,0,0,0,0,0,19,1,0,Fibra Óptica,0,0,0,1,0,1,Um ano,1,Cartão de crédito,2.9233333333333333,87.7,1725.95
7663-CUXZB,0,0,0,1,0,59,1,1,Fibra Óptica,1,1,1,1,1,1,Dois anos,0,Cheque eletrônico,3.7916666666666665,113.75,6561.25
7663-RGWBC,1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque,1.4716666666666667,44.15,44.15
7663-YJHSN,0,1,0,1,0,72,1,1,Fibra Óptica,1,1,1,1,1,0,Dois anos,1,Transferência bancária,3.4650000000000003,103.95,7556.9
7663-ZTEGJ,0,0,0,0,1,29,1,1,Fibra Óptica,0,1,1,1,0,1,Um ano,0,Cartão de crédito,3.3516666666666666,100.55,2830.45
7665-NKLAV,0,1,0,1,1,36,0,0,DSL,1,0,1,1,0,0,Dois anos,0,Cartão de crédito,1.355,40.65,1547.35
7665-TOALD,1,1,0,0,0,1,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.32,69.6,69.6
7665-VIGUD,0,0,0,0,0,10,1,0,Não,0,0,0,0,0,0,Um ano,0,Cheque,0.6783333333333333,20.35,176.3
7666-WKRON,1,1,0,0,0,39,1,0,Fibra Óptica,0,0,1,1,0,0,Dois anos,1,Cheque eletrônico,2.6816666666666666,80.45,3201.55
7668-XCFYV,0,1,1,1,0,17,1,1,Fibra Óptica,0,0,0,0,1,1,Mensal,1,Cheque eletrônico,3.085,92.55,1614.7
7669-LCRSD,0,0,0,1,1,12,1,0,DSL,0,0,0,0,1,0,Mensal,1,Cheque,1.8766666666666665,56.3,628.65
7670-ZBPOQ,0,1,0,1,0,58,1,1,DSL,1,0,0,1,0,0,Um ano,1,Transferência bancária,2.0349999999999997,61.05,3478.75
7672-VFMXZ,0,0,0,1,0,57,1,0,DSL,1,0,0,1,0,0,Mensal,0,Cheque eletrônico,1.8566666666666667,55.7,3171.6
7673-BQGKU,0,1,0,1,1,69,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.6716666666666666,20.15,1337.5
7673-LPRNY,0,1,0,0,0,23,1,1,DSL,1,0,1,0,1,1,Um ano,1,Cheque eletrônico,2.618333333333333,78.55,1843.05
7674-YTAFD,0,1,0,0,0,33,1,0,Fibra Óptica,0,1,0,1,0,0,Um ano,1,Transferência bancária,2.665,79.95,2684.85
7675-OZCZG,1,1,1,0,0,3,1,0,DSL,0,0,0,0,0,0,Mensal,0,Cheque eletrônico,1.5,45.0,127.1
7677-SJJJK,0,0,0,1,1,8,1,0,Não,0,0,0,0,0,0,Um ano,0,Cartão de crédito,0.6633333333333333,19.9,153.95
7682-AZNDK,0,0,0,1,1,34,1,0,Fibra Óptica,0,1,1,0,1,0,Mensal,1,Cheque eletrônico,2.9949999999999997,89.85,3091.75
7683-CBDKJ,1,0,0,1,1,14,1,0,DSL,1,1,0,0,1,0,Mensal,1,Cheque eletrônico,2.1816666666666666,65.45,937.6
7684-XSZIY,0,0,0,1,1,72,1,1,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.81,24.3,1643.25
7688-AWMDX,0,0,0,1,0,71,1,0,DSL,1,0,0,1,0,0,Dois anos,0,Transferência bancária,1.8166666666666667,54.5,3778.2
7690-KPNCU,0,0,0,1,1,64,1,0,DSL,1,0,1,0,1,1,Um ano,1,Cartão de crédito,2.435,73.05,4688.65
7691-KGKGP,0,0,0,1,1,53,1,0,DSL,0,1,0,1,1,0,Mensal,0,Cartão de crédito,2.1666666666666665,65.0,3363.8
7691-XVTZH,0,1,0,1,0,68,1,1,Fibra Óptica,0,0,1,0,1,0,Dois anos,1,Transferência bancária,2.9983333333333335,89.95,5974.3
7693-LCKZL,1,0,0,1,1,5,1,1,Fibra Óptica,0,1,0,0,0,0,Mensal,1,Cheque eletrônico,2.671666666666667,80.15,385.0
7693-QPEFS,0,0,1,0,0,52,1,1,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Transferência bancária,2.4316666666666666,72.95,3829.75
7694-VLBWQ,1,0,0,1,0,67,1,1,Fibra Óptica,0,1,1,0,1,1,Um ano,0,Cheque eletrônico,3.4699999999999998,104.1,7040.85
7695-PKLCZ,0,1,0,0,0,68,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cartão de crédito,0.6833333333333333,20.5,1424.9
7696-AMHOD,0,1,0,1,1,49,1,0,DSL,0,1,1,0,1,1,Um ano,0,Cartão de crédito,2.6,78.0,3824.2
7696-CFTAT,0,0,0,1,1,37,1,0,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.66,19.8,726.1
7698-YFGEZ,0,0,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6666666666666666,20.0,20.0
7703-ZEKEF,1,0,0,0,0,23,1,1,Fibra Óptica,0,0,1,0,0,0,Mensal,1,Cheque eletrônico,2.7,81.0,1917.1
7706-DZNKK,0,0,0,0,0,11,1,0,Não,0,0,0,0,0,0,Mensal,1,Cartão de crédito,0.6816666666666666,20.45,237.3
7706-YLMQA,0,1,0,0,0,70,1,0,Não,0,0,0,0,0,0,Um ano,0,Transferência bancária,0.6566666666666666,19.7,1341.5
7707-PYBBH,0,0,0,0,0,40,1,0,DSL,1,1,0,1,0,0,Mensal,1,Cheque,2.0633333333333335,61.9,2647.1
7710-JSYOA,0,1,0,1,1,69,1,1,Fibra Óptica,0,1,0,1,0,1,Dois anos,1,Transferência bancária,3.11,93.3,6398.05
7711-GQBZC,0,1,0,1,1,71,1,1,Não,0,0,0,0,0,0,Dois anos,0,Transferência bancária,0.8233333333333334,24.7,1810.55
7711-YIJWC,0,0,0,1,1,61,1,0,DSL,1,1,1,1,1,1,Um ano,0,Transferência bancária,2.83,84.9,5264.5
7714-YXSMB,0,1,0,0,0,26,1,1,Fibra Óptica,0,0,1,0,1,1,Mensal,1,Transferência bancária,3.35,100.5,2599.95
7716-YTYHG,1,1,0,1,1,48,1,1,Fibra Óptica,0,0,0,0,0,1,Um ano,1,Cheque,2.735,82.05,4029.95
7717-BICXI,0,0,0,1,1,60,1,0,Não,0,0,0,0,0,0,Dois anos,0,Cheque,0.685,20.55,1205.05
7718-RXDGG,0,0,0,1,0,15,1,0,Fibra Óptica,0,0,0,0,0,0,Mensal,1,Transferência bancária,2.2866666666666666,68.6,1108.6
7718-UPSKJ,0,1,0,1,0,69,1,0,Fibra Óptica,1,1,0,1,1,1,Um ano,1,Cartão de crédito,3.546666666666667,106.4,7251.9
7721-DVEKZ,0,1,0,0,0,1,1,0,Não,0,0,0,0,0,0,Mensal,0,Cheque,0.6549999999999999,19.65,19.65
7721-JXEAW,1,0,0,1,0,59,0,0,DSL,0,1,0,0,0,1,Mensal,1,Transferência bancária,1.3683333333333332,41.05,2452.7
7722-CVFXN,0,0,0,1,1,54,1,1,Fibra Óptica,0,1,0,1,1,1,Um ano,1,Cheque eletrônico,3.506666666666667,105.2,5637.85
7722-VJRQD,0,0,0,1,1,72,0,0,DSL,1,0,1,1,1,1,Dois anos,0,Transferência bancária,2.0316666666666667,60.95,4549.05
7727-SHVZV,0,1,0,0,0,9,1,0,Não,0,0,0,0,0,0,Mensal,0,Transferência bancária,0.65,19.5,150.35
7729-JTEEC,0,0,0,1,1,2,1,0,DSL,0,0,0,0,0,0,Mensal,1,Cheque eletrônico,1.4833333333333334,44.5,90.05
7729-XBTWX,0,0,0,1,1,66,1,0,Não,0,0,0,0,0,0,Dois anos,1,Cheque,0.6583333333333333,19.75,1344.5
7730-CLDSV,0,1,0,1,1,72,1,1,Fibra Óptica,0,1,1,1,0,1,Dois anos,1,Transferência bancária,3.2883333333333336,98.65,7129.45
7730-IUTDZ,1,0,0,0,0,43,1,0,Fibra Óptica,1,0,0,0,0,0,Mensal,1,Cheque eletrônico,2.506666666666667,75.2,3198.6
